pair_id,stratum,snag_a,snag_b,text_a,text_b,nn_similarity,label,labeller
31,nn,24914,24915,"DURING ACCOMPLISHMENT OF ALLEGIANT TASK CARD A32X-53-260-003-P1-OP-UP-UF-NDT/002, UPPER FUSELAGE AFT PAX CABIN/CREW ENTRY DOOR FR68 LH STOP FITTING #1, UPPER OUTBOARD HOLE WITH CRACK INDICATION. PERMANENT REPAIR WAS PERFORMED IAW A320 SRM TASK 53-41-12-300-011 PARAG.2A REV 150 DATED 08-01-2024. THIS REPAIR IS DOCUMENTED UNDER COOPESA JOB A1P281 ITEM 2-31","DURING ACCOMPLISHMENT OF ALLEGIANT TASK CARD A32X-53-260-002-P1-OP-UP-UF-NDT/002, UPPER FUSELAGE AFT PAX CABIN/CREW ENTRY DOOR FR66 LH STOP FITTING #2, UPPER OUTBOARD HOLE WITH CRACK INDICATION. PERMANENT REPAIR WAS PERFORMED IAW A320 SRM TASK 53-41-12-300-010 PARAG.2 REV 150 DATED 08-01-2024. THIS REPAIR IS DOCUMENTED UNDER COOPESA JOB A1P281 ITEM 2-32",0.993683934211731,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
32,nn,22110,80484,INITIAL INSPECTION: WEAR ON EXTERNAL HANDLE HOUSING AT AFT BAGGAGE BAY DOOR. EXTERNAL HANDLE HOUSING AT AFT BAGGAGE BAY DOOR WAS REPAIRED PER REO 690-52-31-114. REV - -,WEAR ON EXTERNAL HANDLE HOUSING AT AFT BAGGAGE BAY DOOR. EXTERNAL HANDLE HOUSING AT AFT BAGGAGE BAY DOOR WAS REPAIRED PER REO 690-52-31-107 REV. --,0.9732230369513016,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
33,nn,55867,41399,AIRCRAFT WAS GROUNDED: BRAKES LOCKED UP ON MAIN GEAR WITH NORMAL BRAKING PRESSURE. MAINTENANCE FOUND THE #3 BRAKE DRAGGING AND REPLACED IT PER AMM 32-42-17.,"AIRCRAFT WAS NOT GROUNDED: FLIGHT CREW REPORTED THAT THE BRAKES WERE GRABBING AND CHATTERING, ESPECIALLY LEFT SIDE. SHAKING THE AIRFRAME AS WE TRIED TO TAXI EVEN WITH FEET ON THE FLOOR. MAINTENANCE FOUND THE #1 BRAKE ASSEMBLY WAS DAMAGED AND REPLACED IT PER AMM 32-42-27.",0.7652926305111171,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
34,nn,145105,145106,DELAMINATION ON CABIN FLOOR PANEL 241SF. (MARKED)<[01] REMOVED; REPAIRED AND REINSTALLED FLOOR PANEL 241SF PER AMM 53-21-00; 53-00-50-1A-1 AND 53-00-50-2R-0.;[02] TASK COMPLETE,DELAMINATION ON CABIN FLOOR PANEL 241RF IN 2EA AREAS. (MARKED)<[01] REMOVED; REPAIRED AND REINSTALLED FLOOR PANEL 241RF PER AMM 53-21-00; 53-00-50-1A-1 AND 53-00-50-2R-0.;[02] TASK COMPLETE,0.9243046365886042,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
35,nn,21951,60364,AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR LATCH-LOCK INOPERATIVE. REMOVED AND REPLACED AFTER LEFT LAVATORY SWITCH LATCH. PER CMM 25-40-58.,AIRCRAFT WAS NOT GROUNDED: THE DOOR LOCK IS INOPERATIVE ON THE LEFT AFT LAVATORY DOOR. READJUSTED LEFT AFT LAVATORY DOOR. OPERTIONAL CHECK GOOD. PER CMM 25-47-22.,0.9586636113722552,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
36,nn,71004,123608,LEFT STRINGER 26 IS CORRODED FROM STA 360 TO STA 380 REPAIRED STRINGER 25LEFT BETWEEN STATION 360-380 PER SRM 53-00-53-2R-1. REFERENCE BAM NON-ROUTINE # 2908042 FOR REPAIR.,(LOG 0336524) CORROSION ON STR 28R AT STA 360+6. REPAIRED STRINGER 28R AT STA 360 TO 380+7 PER B737-800 SRM 53-00-03-2R.,0.8055876013286366,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
37,nn,79027,115875,"DURING ACCOMPLISHMENT OF THE ALLEGIANT TASK A32X-ZL-471-01-4-001, LH WING BOTTOM SKIN LOWER SURFACE AFT SECTION AREA SKIN AT RIB 8 WITH CORROSION WAS FOUND. AIRBUS WAS CONTACTED FOR REPAIR INSTRUCTIONS. THE REPAIR INSTRUCTIONS WERE RECEIVED AND PERFORMED PERMANENT BLEND OUT REPAIR ON LH WING LOWER PYLON REINFORCEMENT PLATE, RIB 8 IAW COOPESA EO # COO-EO-2025-23161-R00, R01 AND R02 LAST REV DATE 09,23,2025 APPROVED AND DOCUMENTED ON AIRBUS FORM RDAF REF: 81658837/004/2025 # A DATED 09/23/2025 AND ALLEGIANT ERO # A32X-STR-57ERO-00403-R00 DATED 09/25/2025. THIS REPAIR IS MAJOR. THE REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1Q202 ITEM 5-3.","DURING ACCOMPLISHMENT OF THE ALLEGIANT TASK 572111-01-1-001_P1-OP-UP-W , LH WING (BETWEEN STA4862/RIB 9 & STA5512/RIB10) FIXED TRAILING EDGE PANEL OVERHANG WITH LOOSE FASTENER AND CORROSION FOUND AT TOP SKIN LOWER SURFACE..THE OEM WAS CONTACTED FOR REPAIR INSTRUCTIONS. ´PERFORMED PERMANENT REPAIR AT LH WING TOP SKIN PANEL 2 TEOH LOWER SURFACE BETWEEN RIB 9 AND RIB 11 IAW COOPESA EO # COO-EO-2024-20955-R02 AND AIRBUS RDAF 80604749/017/2021 # B APPROVED BY ALLEGIANT UNDER ERO A32X-STR57ERO-00070 REV 00. THIS IS MAJOR REPAIR CAT B. THIS REPAIR IS COVERED COOPESA JOB A1P208 ITEM 5-7.",0.8741105905340005,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
38,nn,94443,72125,"WEAR ON FLAP FITTING AND PLATE SUPPORT OF ""FLAP STUB FAIRING"" 171DL AND 172DR AT RH/LH WING TRAILING EDGE ROOT WING. DUE EXCESSIVE DAMAGE ON FLAP FITTING AND PLATE SUPPORT OF ""FLAP STUB FAIRING"" 171DL AND 172DR AT RH/LH WING TRAILING EDGE (ROOT WING) WERE FOUND OUT OF LIMITS PER CRJ-900 SRM 53-00-00-101-001-A01 THEREFORE WERE REPLACED PER CRJ-900 SRM 51-42-21-001-001-A01 AND SRM 51-41-02-001-001-A01.","WEAR ON FLAP FITTING AND PLATE SUPPORT OF FLAP STUB FAIRING 171DL AND 172DR AT RH/LH WING TRAILING EDGE (ROOT WING). WEAR ON FLAP FITTING AND PLATE SUPPORT OF FLAP STUB FAIRING 171DL AND 172DR AT RH/LH WING TRAILING EDGE (ROOT WING) WERE FOUND OUT LIMITS THEREFORE WERE REPLACED PER CRJ900 SRM 53-82-55-101-002-A02, SRM 51-42-21-001-001-A01 AND SRM 51-41-04-01-001-A01""",0.9716689603526036,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
39,nn,32355,66111,SHIP 3253 DISC: 16F EMERGENCY EXIT HANDLE LIGHT INOP. C/A: RELAMPED EMERGENCY EXIT HANDLE LIGHT REF A320 AMM 33-51-11-000- 001-A. OPS CK GOOD. (LP: 6204543),"SHIP 3255 DISC: ON SVC CHK FOUND LT. FWD EMERGENCY HATCH HANDLE ILLUMINATION LIGHT INOP. C/A: RELAMPED LT FWD HATCH HANDLE LIGHT, OPS CHK OK. REF A320 AMM 33- 51. (LP: 5545993)",0.8096484669728873,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
40,nn,124655,152601,AIRCRAFT WAS NOT GROUNDED: LAVATORY E DOOR STUCK IN CLOSED POSITION. MAINTENANCE LUBED DOOR LOCK MECHANISM AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK.,AIRCRAFT WAS NOT GROUNDED: MID LAVATORY DOOR CAN NOT BE OPEN. MAINTENANCE LUBED LAVATORY DOOR LATCH AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK.,0.9332239588036662,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
41,nn,112822,97521,"""PASSENGER DOOR LOWER SILL ANGLE IS HEAVILY CORRODED BETWEEN F.S.310 TO F.S.349 PAX DOOR LOWER SILL ANGLE (KICK PLATE) HAS CORROSION ENTIRE THE CROSS-SECTIONAL ON BOTH SIDE OF THE ANGLE, 100% CORRODED IN SOME SPOT. FOUND TO BE """"OUT OF LIMITS"""" IAW CRJ-900 SRM 53-21-23-101-001-A02. REQUIRES REPLACEMENT. REMOVED PASSENGER DOOR LOWER SILL ANGLE (KICK PLATE) BETWEEN FS310-FS349 IAW CRJ-900 SRM 51-42-06-001-001-A01, 51-42-20-001-001-A01 (1 HI LOK). LOCATED AND DRILLED NEW SERVICEABLE LOWER SILL ANGLE (KICK PLATE) PN#: SH670-31875-7S IAW CRJ-900 SRM 51-40-11-001-001-A01. INSTALLED NEW SERVICEABLE LOWER SILL ANGLE (KICK PLATE) P/N SH670-31875-7S BETWEEN FS310-FS349, IAW CRJ-900 SRM 51-42-06-001-001-A01 AND 51-42-20-001-001-A01 (1 HI LOK). INSTALLED 11 EA NUTPLATES, P/N MS21076L3N, TO NEW SERVICEABLE LOWER KICK PLATE, P/N SH670-31875-7, IAW CRJ 900 SRM 51-42-06-001-001-A01. INSTALLED THE FWD AND AFT MID CAP ANGLES TO THE LOWER SILL ANGLE, PN#: SH670-31875-7S, IAW CRJ 900 SRM 51-42-06-001-001-A01 ""","""AFT CARGO DOOR SILL PLATE F.S. 1000-1051 LBL 34 CORRODED INCLUDING NUT PLATES AND HOLES BLENDED CORROSION ON AFT CARGO LOWER DOOR SILL PLATE PN MM670-35655-001 IAW CRJ 700 SRM 53-61-23-201-001-A01, AND 51-12-00-001-001-A01. MEASURED BLEND AREA MATERIAL REMOVED 0.036"""" MAX ALLOWABLE IS 0.016"""" IS OUT OF LIMITS AND REQUIRES REPLACEMENT. TOOL USED 205492 CAL DUE 31DEC24. REMOVED AFT CARGO LOWER DOOR SILL PN MM670-35655-003 IAW CRJ 700 SRM 51-42-06-001-001-A01, 51-42-21-001-001-A01, AND 51-42-13-001-001-A01. LOCATED AND DRILLED NEW SERVICEABLE LOWER SILL PN# MM670-35655-003 IAW CRJ-700 SRM 51-40-11-001-001-A01. INSTALLED NEW SERVICEABLE LOWER SILL PN MM670-35655-003 IAW CRJ-700 SRM 51-42-06-001-001-A01 AND 51-42-21-001-001-A01. INSTALLED 24 EA MISSING RIVETS ON NEW SERVICEABLE LOWER SILL PN# MM670-35655-003 IAW CRJ-700 SRM 51-42-06-001-001-A01 AND 51-42-21-001-001-A01. REMOVED AND REPLACED MULTIPLE FASTENERS ON LOWER SILL PN: MM670-35655-003 IAW CRJ-700 SRM 51-42-06-001-001-A01. COMPLETED FINISH SURFACE IAW CRJ-700 SRM 51-21-16-001-001-A01. INSTALLED MISSING NUT PLATE TO LOWER SILL IAW CRJ 700 SRM 51-42-15-001-001-A01. REMOVED LOWER COAMING (P/N: MM670-35698-003) AND INTERCOSTAL (P/N: MM670-35324-003) IAW CRJ700 SRM 51-42-06-001-001-A01. AND SRM 51 51-42-21-001-001-A01. FOR ACCESS. REINSTALLED LOWER COAMING (P/N: MM670-35698-003) AND INTERCOSTAL (P/N: MM670-35324-003) IAW CRJ700 SRM 51-42-06-001-001-A01. AND SRM 51-42-21-001-001-A01, SRM 51-23-00-001-001-A01. REMOVED 2EA STOP FITTING IAW CRJ700 SRM 51-41-02-001-001-A01. FOR ACCESS. REINSTALLED AND FINISH SURFACE ON 2EA STOP FITTING IAW CRJ700 SRM 51-41-02-001-001-A01, SRM 51-21-16-001-001-A01, SRM 51-23-00-001-001-A01. REMOVED 3EA INNER CORDS AND 2EA CLIPS FROM FS 1000 TO FS 1047 AND 1EA SHIM AT FS 1047 IAW CRJ 700 SRM 51-42-06-001-001-A01, AND 51-42-21-001-001-A01. INSTALLED 3EA INNER CORDS AND 2EA CLIPS FROM FS 1000 TO FS 1047 AND 1EA SHIM AT FS 1047 IAW CRJ 700 SRM 51-42-06-001-001-A01, AND 51-42-21-001-001-A01.""",0.8103003358125116,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
42,nn,52744,74337,AFT CARGO LEFT CENTER CATSTRIP CORRODED. REMOVED AND REPLACED CAPSTRIP PER AMM 25-52-06.,(LOG 0528399) AFT CARGO BAY CAPSTRIP FWD OF FLOOR PANEL#140AF CORRODED. RECEIVED NEW CAP STRIP PER TOPPS 50-00-25 SECTION IX. D (2). CAP STRIP INSTALLED ALONG WITH FLOOR PANEL# 140AF ON CUSTOMER CARD# 5320-0150 PARA 1.B.,0.7146633947698332,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
43,nn,131412,132516,"INTERCOSTAL EXFOLIATED ON STGR 20L BETWEEN FS310.00 - SF 349.00 TRANS #28261638 (C-CHECK RO 6/19/2024) REMOVED & INSTALLED NEW INTERCOSTAL AT STGR 20L BETWEEN FS 310.00- FS 349.00 REF CRJ700 SRM 51-42-06-001-001-A01 AND DWG NO SH670-31810 REV AE COMPLIED WITH SKYWEST TASK CARD 51-900-1002-SKY, SEE CONTINUATION CARD FOR WORK ACCOMPLISHED.","IN THE AEB, INTERCOSTAL AT STGR9R BETWEEN FS1144.00 - FS1162.00 IS CHAFFED (C-CHECK RO 8/4/2024) REPLACED INTERCOSTAL PN: AF670-36540-002 BETWEEN FS1144 AND FS1162 AT STGR 9R PER CRJ700 SRM 51-42-21-001-001-A01, SRM 51-42-06-001-001-A01 AND DWG # MM670-36086 REV. M. COMPLIED WITH TASK CARD 51-900-1002-SKY",0.7157574979825365,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
44,nn,106625,86386,4R DOOR DISARMED DURING FLIGHT. WOULD NOT REARM. PERFORMED PRESSURIZATION CHECK WITH 4R DOOR ARMED. FOUND ARM/DISARM LEVER NOT FLUSH. FOUND SLIDE LOCK/LATCH BLOCKED WITH DEBRIS. RMEOVED DEBRIS. OPS CHECK OK. OK FOR SVC.,"AIRCRAFT 3036, 4R EMERGENCY EXIT DISARMED IN FLIGHT. FA'S SKYPRO SHIMMED THE MALFUNCTION UPON LANDING. THE TOUCH DOWN CAUSED DOOR TO RE-ARM. CORRECTIVE ACTION: PERFORMED AN OPERATIONAL TEST OF THE EMERGENCY ESCAPE SLIDE RELEASE SYSTEM OF THE PASSENGER/CREW 4R DOOR. OPS CHK GOOD. NO 30 DAYS HISTORY. (LP 5360057)",0.7012434748942595,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
45,nn,125468,127064,CORROSION ON SUPPORT ANGLE LOCATED BS500I WL156 AND BTW STR26L TO STR26R AT FWD CARGO COMPARTMENT 2024-318190<[01] REPLACED SUPPORT ANGLE LOCATED BS500I WL156 AND BTW STR26L TO STR26R AT FWD CARGO COMPARTMENT IAW B737-800 SRM 51-40-02 AND DRAWING 143A9481 SHEET 17 REV- AND 143A9485 SHEET 11 REV B. SEE INDIVIDUAL SIGN-OFF BELLOW.;[02] REPLACED SUPPORT ANGLE LOCATED BS500I WL156 AND BTW STR26L TO STR26R AT FWD CARGO COMPARTMENT IAW B737-800 SRM 51-40-02 AND DRAWING 143A9481 SHEET 17 REV- AND 143A9485 SHEET 11 REV B. SEE INDIVIDUAL SIGN-OFF BELLOW.,CORROSION ON SUPPORT ANGLE LOCATED BS500I WL156 AND BTW STR26L TO STR26R AT FWD CARGO COMPARTMENT 2024-340047<[01] TOOL USED ON STEP 3 UT EQUIPMENT P/N: 45MG; S/N: 130061901; CAL DUE DATE: 09-JUN-24;[02] REPLACED SUPPORT ANGLE LOCATED BS500I WL156 AND BTW STR26L TO STR26R AT FWD CARGO COMPARTMENT IAW B737-800 SRM 51-40-02; DWG 143A7902 SHEET 257 REV B AND DWG 143A9481 SHEET 17 REV -. SEE INDIVIDUAL SIGN-OFF BELOW.;[03] REPLACED SUPPORT ANGLE LOCATED BS500I WL156 AND BTW STR26L TO STR26R AT FWD CARGO COMPARTMENT IAW B737-800 SRM 51-40-02; DWG 143A7902 SHEET 257 REV B AND DWG 143A9481 SHEET 17 REV -. SEE INDIVIDUAL SIGN-OFF BELOW.,0.9600516796189414,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
46,nn,148081,149561,"AIRCRAFT WAS GROUNDED. RUDDER TRIM OUT OF LIMITS. ON CLIMB OUT. UNABLE TO DISTINGUISH ANY VIBRATION/YAW DURING CLIMB DUE TO TURBULENCE. PERFORMED RUDDER OPS CHECK IAW AMM 27-23-00-701-001-A, AMM 22-63-00-710-001-A, AMM 22-61-00-710-001-A AND AMM 22-60-00-710-002-A. REMOVED AND REPLACED FAC-1 (2CC1) IAW AMM 22-66-34-000/400-002-A. OPS CHECKS GOOD.","AIRCRAFT WAS GROUNDED DUE TO DISCREPANCY: RUDDER RIGHT TRIM EXCEEDED LIMITS AT 1.5 UNITS AT FL 210 AND .75, A/P ON AND FUEL BALANCED WITHIN 300LBS. FOUND RUDDER TRIM ACTUATION NOT IN LIMITS & PERFORMED ADJUSTMENT IAW AMM 27-22-00-820-001-A & AMM 27-22-51-00-51-000-001-A & AMM 27-22-51-400-001-A. OP CHECKED GOOD. NO FURTHER DEFECTS NOTED.",0.7188038155564938,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
47,nn,129789,43959,FWD CARGO DOOR EXTERNAL SKIN FASTENER HOLE FOR ACCESS PANEL 821BR OVAL SHAPE. REF AAR N/R 9980350 ESFR INFORMATION UPDATED REMOVED AND INSTALLED NEW SKIN AT FORWARD CARGO DOOR IN REFERENCE SRM 52-30-01-2R-3 AND SRM 51-40-02-0G-0 AND DWG#143A6110. WORK ACCOMPLISHED BY V901465 INSP C/W,REMOVE AND REPLACE FWD CARGO DOOR SKIN PER UAL REP BDUBOIS (REF AAR NR 99997544) REMOVED AND REPLACED FWD CARGO DOOR SKIN IAW B37-800 SRM 52-30-01-2R-3.(WORK ACCOMPLISHED BY V931931 AND AAR QC A-83 V935067) ADD EMP:V931931,0.6497485622538857,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
48,nn,42643,115665,"AIRCRAFT 3073, FOUND ON TRANSIT CHK L2 EMERGENCY DOOR EXIT SIGN MISSING. CORRECTIVE ACTION: COMPLIED WITH ERA 495655-14 TR REV J SEC 3 PERMANENT REPAIR. PS 90011 NO 07 CHAPTER 11-20. RE-INSTALLED NE EXIT ON DOOR 2L COMPLIED WITH FFA COMPLIANCE REFS TOPP 40-40-05 AND 30-30-05. (LP 5144656)",34C EMERGENCY EXIT SIGN LOOSE SECURED LOOSE EMERGENCY EXIT SIGN AT SEAT 34C REF AMM 33-51-16.,0.6202309297689627,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
49,nn,100580,28803,FLOOR PANEL 241AF UPPER SKIN HAS AREAS OF PULLED STRANDS.<[01] FLOOR PANEL 241AF WITH UPPER SKIN HAS AREAS OF PULLED STRANDS WAS REPLACED WITH A NEWLY FABRICATED FLOOR PANEL DUE TO AMOUNT OF ALL DAMAGE IAW SRM 53-00-50-2R-0; DWG 144A5810 ID:0127.;[02] VERIFIED CORRECTIVE ACTION #1,FLOOR PANEL 241AF UPPER SKIN HAS AREAS OF PULLED STRANDS.<[01] FLOOR PANEL 241AF UPPER SKIN; WITH AREAS OF PULLED STRANDS WAS REPLACED WITH A NEWLY FABRICATED FLOOR PANEL IAW SRM 53-00-50-2R-0.;[02] JOB COMPLETE.,0.9851880073547364,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
50,nn,149171,67714,CRACK LOWER SUPPORT ANGLE FLOOR STRUCTURE BS 695 AND RBL 24.75 AT CENTER SECTION 2024-763641<[01] TOOL USED: TEMPERATURE CONTROLLER P/N P3015GOES00000 S/N 142811020 DUE DATE 23 JAN 25; P/N P3015GOES00000 S/N 112820025 DUE DATE 22 JAN 25.;[02] REPLACED ANGLE LOCATED ON FLOOR STRUCTURES BS 695 AND RBL 24.75 AT CENTER SECTION IAW B737-700 SRM 51-40-02;SRM 51-10-02 ITEM 9;DWG 273A9110 SHEET 6 REV A;AND DWG 111A6000 SHEET 304 REV- SEE INDIVIDUAL SIGN OFF BELOW;[03] REPLACED ANGLE LOCATED ON FLOOR STRUCTURES BS 695 AND RBL 24.75 AT CENTER SECTION IAW B737-700 SRM 51-40-02;SRM 51-10-02 ITEM 9;DWG 273A9110 SHEET 6 REV A;AND DWG 111A6000 SHEET 304 REV- SEE INDIVIDUAL SIGN OFF BELOW,CRACK LOWER ANGLE FLOOR STRUCTURE BS 695 AND RBL 24.75 CENTER SECTION 2025-203648<[01] TOOLS USED: TEMPERATURE CONTROLLER P/N: P3015GOES00000; S/N: 142811020; DUE DATE: 29-JAN-26; TEMPERATURE CONTROLLER P/N: P3015GOES00000; S/N: 142811019; DUE DATE: 29-JAN-26.;[02] REPLACED LOWER ANGLE FLOOR STRUCTURE BS 695 AND RBL 24.75 CENTER SECTION IAW B737-700 SRM 51-40-02 AND 51-10-02 PARAGRAPH 9; DWG: 273A9112 SHEET: 6 REV: A. SEE INDIVIDUAL SIGN OFF BELOW.;[03] CORRECTED STEP 2 REPLACED LOWER ANGLE FLOOR STRUCTURE BS 695 AND RBL 24.75 CENTER SECTION IAW B737-700 SRM 51-40-02 AND 51-10-02 PARAGRAPH 9; DWG: 273A9110 SHEET: 6 REV: A. SEE INDIVIDUAL SIGN OFF BELOW.;[04] CERTIFIED RII WORK PERFORMED. SEE INDIVIDUAL SIGN OFF BELOW.,0.9152309076281672,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
51,nn,58201,58202,AFT PIT RBL 22 RH FWD SHIELD IS CORRODED. GROUNDED - YES. REMOVED AND REPLACED SHIELD IAW BOEING 737-800 SRM 51-40-02-OG-OW:.800 O:.050 R:.015 L:1.2 D:.035.,AFT PIT RH FWD SHIELD LOWER ATTACH ANGLE IS CORRODED. GROUNDED - YES. REMOVED AND REPLACED ATTACHED ANGLE IAW BOEING 737-800 SRM 51-40-02-OG-OW:.500 O:.050 R:.041 L:.750 D:.009.,0.9084817605493316,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
52,nn,28195,141296,"FLT#1515, JFK-SFO. 'SHORTLY AFTER TAKEOFF RECEIVED ECAM MSG ANTI ICE CAPT TAT STS DISPLAYS CAPT TAT INOP; CHECK TAT PHC 1 PFR HIT ON PHC 1 FOUND TAT 1 C / B Z12 OUT-RESET C / B Z12 BITE CHECKED PHC 1 TEST OK--- MONITORED TAT 1 C / B REMAINED IN--- NO HISTORY IAW AMM 30-31-710-001 . GROUND VERIFICATION FOR CAPTAIN TAT SATISFACTORY.'","FLT#1190, SAN-JFK. (ETOPS) 'ANTI-ICE CAPT AOA; REMOVED AND REPLACED PROBE HEAT COMPUTER IAW AMM 30-31-34. OPS CHECK OK. MSG CLEARED.'",0.7357730303351859,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
53,nn,121083,121084,CRACK ON FRAME AT INTERNAL FUSELAGE STRUCTURE OVER FS 333.00 AND BTW STGR 2L-2R CRACK ON FRAME AT INTERNAL FUSELAGE STRUCTURE OVER FS 333.00 AND BTW STGR 2L-2R WAS REPAIRED PER EA NO.: CRJ953-20900 REV IR,CRACK ON FRAME AT INTERNAL FUSELAGE STRUCTURE OVER FS 333.00 AND BTW STGR 2L-2R. CRACK ON FRAME AT INTERNAL FUSELAGE STRUCTURE OVER FS 333.00 AND BTW STGR 2L-2R WAS REPAIRED PER EA NO.: CRJ953-20900 REV IR,0.9975517089027968,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
54,nn,86278,145285,R1 DOOR DAMPER BOTTLE REQ SVC-SERVICED R1 DOOR DAMPER BOTTLE IAW AMM 52-10-00,"R1 DOOR ASSIST BOTTLE REQ SVC-SERVICED R1 DOOR ASSIST BOTTLE IAW AMM 52-10-00, LEAK AND OPS CHK NORMAL",0.8414824354206824,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
55,nn,87387,46951,AFT LH EMER DOOR CAUTION. R+R LEVER ASSY. PERFORMED OPS CHECK. OPS CHECK GOOD. NO DEFECTS NOTED.,RH OVERWING EMERGENCY EXIT DOOR FAILED FUNCTIONAL FORCE GUAGE CHECK FOR OPERATIO OF INTERIOR HANDLE. LUBRICATED LATCH AND LOCK PINS IAW CRJ AMM 12-20-52. NOW PASSES FUNCTIONAL CHECK IAW CRJ AMM 52-21-00.,0.6657089194232976,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
56,nn,71180,79199,"6"" OF MINOR SURFACE CORROSION NOTED UNDER CARGO DOOR SCUFF PLATE LOWER EDGE AT FS 605.00 (C-CHECK RO 12/19/2025)UPON INVESTIGATION FOUND THE CORROSION TO BE 12.7"" L X 1.5"" W. BLENDED MINOR SURFACE CORROSION NOTED UNDER CARGO DOOR SCUFF PLATE LOWER EDGE AT FS 605.00 WITH REFERENCE TO SRM 51-21-06. PERFORMED UT THICKNESS MEASUREMENT OF BLEND WITH REFERENCE TO NDTM PART 4 51-00-001 AND FOUND TO BE WITHIN LIMITS OF REO 601R-53-61-8394 REV-- DATED 2025-10-07. PERFORMED EDDY CURRENT INSPECTION WITH REFERENCE TO NDTM PART 1 51-20-06 AND NDTM PART 6 53-00-096 WITH NO CRACKS FOUND. RESTORED FINISH AND APPLIED CIC WITH REFERENCE TO SRM 51-21-16 AND SRM 51-21-11. COMPLETED CORROSION FINDINGS REPOR","CORROSION BEYOND ALLOWABLE LIMITS AT FS589 BETWEEN STR26L-26R REMOVED RIVETS AS NEEDED AT FS 589.00 FROM STR26L- STR26R IAW SRM 51-42-06. BLENDED CORROSION AT FS 589.00 FROM STR26L- STR26R IAW SRM 51-21-06. PERFORMED UT REMAINING THICKNESS MEASUREMENT IAW NDTM PART 4, 51-00-001 AND FOUND TO BE WITHIN ACCEPTABLE LIMITS OF REO 601R-53-61-8389 REV--. PERFORMED AN EDDY CURRENT INSPECTION OF THE BLENDED AREA IAW NDTM PART1, 51-20-06 AND NDTM PART 6, 53-00-096. INSTALLED RIVETS AS NEEDED IAW SRM 51-42-06. RESTORED SURFACE FINISH AND APPLIED CIC IAW SRM 51-21-16 AND SRM 51-21-11.",0.7506174891083082,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
